device_info_serial,date_time,latitude,longitude,altitude,temperature,satellites_used,positiondop,speed_2d,direction
344,2011-03-03 13:56:07,381.347.204,-36.724.764,392,23.2,5,3.1,170.277.771.437.339,835.964.887.275.661
344,2011-03-03 14:26:32,381.525.769,-36.491.719,601,19.7,5,4,110.810.380.679.844,-121.609.826.065.638
344,2011-03-03 14:56:46,381.913.364,-35.732.342,439,28.4,5,3,168.681.584.876.813,-867.744.328.144.692
344,2011-03-03 15:27:07,381.919.145,-35.752.759,441,29.3,6,2.6,138.506.181.217.052,-149.407.238.164.037
344,2011-03-03 15:57:13,381.918.312,-35.749.022,443,29,6,2.1,652.785.300.772.302,-172.307.917.578.502
344,2011-03-03 16:27:46,381.348.806,-36.691.872,762,15.8,5,5,110.682.509.928.364,123.381.489.343.003
344,2011-03-03 16:57:59,381.340.738,-36.723.803,421,19.9,4,6.8,953.047.621.409.174,-112.996.048.059.688
344,2011-03-03 17:28:37,380.990.287,-35.139.027,471,17.4,8,1.7,178.091.133.406.254,144.808.170.424.588
344,2011-03-03 17:58:54,380.979.191,-34.740.589,337,22.8,7,2.2,15.239.192.666.078,-490.990.298.411.484
344,2011-03-03 18:58:57,380.965.131,-34.768.068,338,27.5,6,2.8,306.926.490.872.685,116.285.419.434.408
344,2011-03-03 19:59:03,380.958.809,-34.774.392,337,27.3,5,5,137.348.471.956.172,-805.800.013.557.271
344,2011-03-03 20:59:52,380.972.582,-34.747.025,327,27.1,4,6.8,69.036.550.478.814,-136.543.297.182.899
344,2011-03-03 22:00:36,380.967.974,-34.740.509,336,27.3,7,3.1,117.398.652.981.136,-147.885.348.107.978
344,2011-03-03 23:00:45,380.964.746,-34.739.927,337,27.7,6,6,583.733.317.907.542,-231.971.377.250.493
344,2011-03-04 0:02:18,380.976.428,-34.737.107,327,28.8,5,2.8,220.178.254.753.446,163.718.137.792.107
344,2011-03-04 1:04:06,380.977.974,-34.747.152,309,28.2,5,3.1,25.763.297.134.574,-173.062.279.951.277
344,2011-03-04 2:04:52,380.973.413,-34.735.319,368,25.8,5,6,463.000.009.312.321,487.156.620.111.637
344,2011-03-04 3:05:42,380.963.183,-34.743.955,342,27.6,7,2.4,451.928.441.316.619,-991.495.941.289.467
344,2011-03-04 4:06:21,380.967.971,-34.722.919,340,29.4,4,3.7,467.497.254.942.164,142.398.412.317.906
344,2011-03-04 5:06:48,380.963.444,-34.728.995,335,26.9,5,5.5,198.279.664.940.609,208.206.265.203.744
344,2011-03-04 6:02:12,380.969.755,-34.721.072,335,28.5,6,2.5,434.415.537.874.261,-178.606.441.384.106
344,2011-03-04 6:32:14,380.965.035,-34.724.431,328,26.3,6,2.2,269.293.627.166.264,-134.323.212.993.899
344,2011-03-04 7:02:42,380.978.556,-34.795.012,340,24.6,8,2.1,155.128.886.842.267,148.640.349.274.596
344,2011-03-04 7:32:58,381.047.217,-35.248.522,977,16.7,6,3.2,193.432.709.846.776,-485.085.794.179.976
344,2011-03-04 8:03:14,381.336.689,-35.979.311,397,22.5,6,3.7,187.273.992.060.342,-15.649.140.012.604
344,2011-03-04 8:33:29,381.325.591,-35.966.598,437,25.6,6,3.6,926.300.537.379.124,-106.910.073.197.076
344,2011-03-04 9:03:53,38.138.505,-36.644.376,522,18.4,6,5.1,104.293.892.675.065,-101.204.214.205.387
344,2011-03-04 9:34:20,381.344.172,-36.743.193,525,19.5,5,9.4,751.817.802.320.693,641.465.876.796.076
344,2011-03-04 10:05:06,381.333.564,-35.969.169,406,21.4,7,3.5,467.062.036.959.127,-419.061.249.514.491
344,2011-03-04 10:35:05,381.334.377,-35.972.529,404,29.5,6,3.9,557.122.330.569.427,986.409.092.874.993
344,2011-03-04 11:05:13,381.323.651,-35.970.221,394,31.6,6,4.1,108.923.162.416.734,-914.449.538.182.055
344,2011-03-04 11:35:28,381.334.421,-35.977.473,397,27.6,6,5.1,271.703.377.625.947,121.774.874.334.079
344,2011-03-04 12:05:41,3.813.262,-35.971.298,401,29.9,8,2.7,12.473.218.404.545,121.740.615.218.008
344,2011-03-04 12:35:38,38.132.606,-35.971.464,396,29.8,5,3.6,335.823.423.797.407,146.219.613.541.492
344,2011-03-04 13:06:08,381.262.823,-36.252.679,572,17.9,5,3.3,746.976.477.531.197,-842.898.724.871.838
344,2011-03-04 13:36:36,381.388.421,-36.937.726,468,17.2,5,4.9,127.211.811.763.694,988.978.106.012.806
344,2011-03-04 14:06:58,381.328.155,-36.775.057,638,14.9,5,9.3,118.089.258.950.354,133.396.383.235.386
344,2011-03-04 14:36:58,381.343.414,-36.730.895,395,23.3,5,4.2,541.115.807.454.367,-765.397.419.532.118
344,2011-03-04 15:07:05,381.329.899,-36.724.501,400,25.6,5,3.5,127.833.560.985.805,-173.624.923.436.055
344,2011-03-04 15:37:25,38.134.061,-36.726.334,391,21.2,4,4.8,444.686.966.910.495,-343.114.384.663.915
344,2011-03-04 16:08:00,381.325.174,-36.726.135,406,24.4,6,2.8,634.715.702.795.652,845.185.563.498.997
344,2011-03-04 16:38:05,381.327.796,-36.717.883,415,24.1,5,3.7,118.850.656.504.944,-108.660.336.170.581
344,2011-03-04 17:08:29,381.324.632,-36.077.647,559,16.3,6,3.3,126.048.733.920.684,937.316.763.831.634
344,2011-03-04 17:38:31,380.961.642,-34.711.925,341,25.1,5,3.1,214.934.189.918.262,-176.774.825.621.989
344,2011-03-04 18:38:53,380.997.728,-34.677.042,342,25.4,4,4.3,369.205.703.566.873,-705.534.293.246.207
344,2011-03-04 19:39:01,38.095.926,-34.729.453,341,26.1,5,4.9,238.551.867.487.992,154.859.990.919.124
344,2011-03-04 20:39:25,38.095.367,-34.754.366,322,27.7,5,4.3,612.028.009.487.161,-7.561.297.065.131
344,2011-03-04 21:40:06,380.961.285,-34.763.505,346,27.1,6,2.6,433.879.247.079.412,-11.465.683.549.703
344,2011-03-04 22:40:06,380.965.139,-34.749.343,350,26.1,5,3.9,118.991.948.230.301,17.188.674.885.388
344,2011-03-04 23:40:15,380.965.393,-34.734.111,338,24.7,5,3.9,340.791.669.470.942,413.858.915.755.587
344,2011-03-05 0:43:12,380.957.039,-34.738.859,401,17.9,4,7,156.079.827.289.978,-620.681.212.197.692
344,2011-03-05 1:43:35,38.094.249,-34.726.331,348,23.8,5,3.6,764.616.662.104.247,247.639.190.955.919
344,2011-03-05 2:43:38,38.094.457,-34.736.151,333,26.2,5,4.9,166.167.500.588.939,-136.813.637.076.011
344,2011-03-05 3:44:05,38.094.958,-34.743.202,336,25.8,4,4.4,12.244.143.385.156,-486.910.259.013.494
344,2011-03-05 4:44:46,380.930.369,-34.727.705,338,24.3,7,5.3,107.390.408.102.879,-15.176.592.577.646
344,2011-03-05 5:44:55,380.933.183,-34.738.603,348,25,6,4.7,224.342.877.074.821,-108.585.020.233.399
344,2011-03-05 6:14:57,380.928.506,-34.783.207,340,23.7,6,5.3,967.515.243.237.323,-724.753.413.237.728
344,2011-03-05 6:45:30,381.055.896,-35.061.987,612,16.7,7,2.7,175.814.048.335.168,-271.218.210.988.488
344,2011-03-05 7:15:39,381.334.741,-35.973.378,397,22.3,5,3.7,293.902.840.959.761,-162.985.652.604.198
344,2011-03-05 7:46:54,38.133.468,-35.974.145,398,23.8,4,4,622.498.433.806.665,-165.309.760.551.137
344,2011-03-05 8:17:04,381.334.752,-35.973.077,412,25.6,5,4.1,480.162.458.006.756,173.658.176.391.228
344,2011-03-05 8:48:34,381.338.287,-35.979.735,394,23.3,8,1.5,0,0
344,2011-03-05 9:18:48,38.132.408,-35.970.834,392,28.4,7,3.2,835.458.896.316.301,-151.559.164.099.032
344,2011-03-05 9:49:04,381.323.409,-3.597.112,412,29.7,7,3.8,588.519.809.269.718,-306.463.128.628.705
344,2011-03-05 10:19:33,381.335.775,-36.741.511,433,20.5,7,3.2,934.934.486.294.248,158.461.203.623.727
344,2011-03-05 10:49:36,381.343.421,-36.728.161,409,24,6,4.6,149.118.539.397.734,-951.719.598.506.347
344,2011-03-05 11:19:40,381.327.701,-36.779.925,462,21.8,5,4.7,606.821.683.800.593,833.747.727.392.086
344,2011-03-05 11:50:07,381.292.499,-365.487,652,22,7,2.8,964.891.193.342.378,109.575.615.180.282
344,2011-03-05 12:20:42,381.334.448,-35.974.912,400,27.7,8,1.7,890.473.048.931.405,307.349.713.159.602
344,2011-03-05 12:50:39,381.327.524,-3.596.862,398,33.5,6,3.7,501.252.572.948.848,109.662.994.484.711
344,2011-03-05 13:21:12,381.326.534,-35.968.634,395,33.2,5,2.4,323.497.364.000.422,15.141.507.185.532
344,2011-03-05 13:51:36,381.350.522,-36.734.801,507,22.6,6,3,130.417.079.140.119,-161.384.573.152.944
344,2011-03-05 14:21:30,381.342.346,-36.729.895,375,25.9,5,3.9,253.218.994.079.637,173.056.490.216.741
344,2011-03-05 14:51:43,381.585.157,-36.310.013,683,21.5,6,2.8,152.003.689.483.973,592.148.391.941.698
344,2011-03-05 15:21:46,381.895.235,-35.725.286,440,30.4,6,2.5,898.525.402.794.771,-83.044.844.642.023
344,2011-03-05 15:51:49,381.902.801,-35.732.437,450,33.2,6,2.5,170.203.331.952.573,-12.251.807.053.097
344,2011-03-05 16:22:12,381.916.896,-35.740.061,440,31.5,5,2.9,223.928.917.881.117,-400.509.965.169.441
344,2011-03-05 16:52:23,381.817.973,-35.349.717,630,21.7,5,2.7,115.784.299.033.631,952.261.715.832.581
344,2011-03-05 17:22:48,380.950.824,-34.804.251,342,20.5,4,5.9,996.952.630.004.643,-13.008.759.102.008
344,2011-03-05 17:53:12,380.936.401,-34.736.148,336,28,8,2.1,118.847.188.821,173.266.285.049.673
344,2011-03-05 18:53:15,380.954.755,-34.733.311,334,26,6,2.8,124.665.586.727.472,-116.282.081.151.744
344,2011-03-05 19:53:26,380.939.996,-34.737.853,341,26.8,5,5.1,523.919.673.901.175,-19.144.967.125.211
344,2011-03-05 20:54:12,380.940.015,-34.723.225,336,25.9,6,2.5,447.882.846.262.348,112.103.842.786.341
344,2011-03-05 21:54:25,380.958.619,-34.747.016,329,25.5,5,4.2,250.811.731.177.101,-637.844.800.484.094
344,2011-03-05 22:55:06,380.944.732,-3.472.137,335,25.6,7,2.7,567.528.818.651.975,-871.415.821.996.614
344,2011-03-05 23:55:13,380.941.023,-34.736.565,336,25.9,7,2,30.697.386.334.837,-420.639.746.043.962
344,2011-03-06 0:55:28,380.937.391,-34.736.978,338,26.3,5,2.3,248.136.767.436.598,194.271.414.664.381
344,2011-03-06 1:57:30,380.939.677,-3.474.262,356,27.7,5,3.7,220.364.237.451.977,-122.988.254.328.397
344,2011-03-06 2:57:52,380.956.506,-34.751.425,339,26.1,4,5.1,394.544.968.797.349,753.546.067.816.336
344,2011-03-06 3:59:38,380.936.622,-34.745.711,337,27.7,5,3.7,36.814.294.354.352,401.515.322.387.333
344,2011-03-06 4:59:55,380.939.671,-34.733.491,333,27.5,4,8,116.196.411.011.982,-176.868.982.110.999
344,2011-03-06 6:00:42,38.094.074,-34.741.922,344,25.8,9,2,127.613.462.737.559,-752.629.124.190.181
344,2011-03-06 6:30:39,380.940.092,-34.753.044,334,18.9,6,3.6,721.271.200.672.477,228.051.538.501.019
344,2011-03-06 7:01:02,381.337.513,-35.973.864,403,16.2,6,2.2,12.049.969.048.452,-298.303.989.823.358
344,2011-03-06 7:31:39,38.133.364,-35.974.979,404,23.6,7,2.6,21.904.524.486.411,-917.844.884.848.594
344,2011-03-06 8:03:05,381.333.827,-3.597.539,397,30.1,5,4.1,41.783.693.443.765,-172.186.611.265.446
344,2011-03-06 8:33:42,381.327.583,-35.971.636,393,26.9,6,2.8,186.706.649.443.356,927.692.643.770.254
344,2011-03-06 9:04:02,38.133.293,-35.979.882,394,26.1,6,4.6,672.134.354.772.544,164.103.432.351.341
344,2011-03-06 9:35:35,381.333.195,-35.977.843,392,29.9,5,2,298.726.995.283.962,-169.539.906.962.884
344,2011-03-06 10:05:43,381.341.235,-36.727.381,412,21.4,6,3.8,753.868.723.582.134,157.719.119.367.029
344,2011-03-06 10:36:01,381.341.616,-36.727.963,407,30.6,5,3.8,210.477.031.835.472,-527.896.671.291.235
344,2011-03-06 11:06:16,381.901.396,-35.719.286,439,21.9,5,10.6,683.676.748.484.531,-149.267.305.295.539
344,2011-03-06 11:36:42,381.902.735,-35.730.131,428,35.6,5,9.6,980.103.020.093.605,753.195.651.893.055
344,2011-03-06 12:07:06,381.906.051,-35.735.828,447,36.7,10,1.5,114.001.381.925.248,-172.452.084.439.729
344,2011-03-06 12:37:02,381.907.423,-35.738.275,443,37.5,9,1.7,981.789.106.240.237,-413.612.854.842.003
344,2011-03-06 13:07:08,381.909.354,-35.731.995,441,39.1,7,2.2,126.246.425.217.372,-165.980.969.623.443
344,2011-03-06 13:37:09,381.910.712,-35.728.942,438,35.2,7,2.8,314.935.776.783.969,664.903.621.864.795
344,2011-03-06 14:07:18,381.911.342,-3.572.885,429,38.9,6,3.2,265.224.176.755.452,65.188.025.423.321
344,2011-03-06 14:37:41,381.915.686,-3.572.009,436,32.3,5,3.7,122.047.710.070.314,82.533.732.627.966
344,2011-03-06 15:08:00,381.901.585,-35.726.684,434,17.5,5,3.5,112.665.217.920.498,-408.318.274.565.386
344,2011-03-06 15:38:13,381.380.114,-35.879.634,714,19.6,4,4.2,621.384.137.564.356,-110.782.010.846.299
344,2011-03-06 16:09:06,380.961.986,-34.783.838,335,24.7,8,1.9,169.520.913.389.286,-10.516.238.388.258
344,2011-03-06 16:39:07,38.098.242,-34.752.737,334,28.6,7,2,173.189.499.827.212,160.295.367.488.984
344,2011-03-06 17:09:05,380.982.125,-34.733.016,345,29.3,7,1.8,374.077.961.333.768,131.650.690.707.068
344,2011-03-06 17:39:14,380.982.371,-34.717.288,339,29.2,5,4.1,2.677.355.197.327,136.164.032.525.442
344,2011-03-06 18:39:41,380.997.027,-34.715.626,330,29.5,4,9.1,708.613.197.579.975,126.915.612.805.613
344,2011-03-06 19:40:12,380.976.375,-34.732.372,338,28.4,5,2.5,232.070.426.354.709,453.712.914.392.679
344,2011-03-06 20:40:40,380.960.911,-34.722.547,339,27.6,9,1.6,226.894.822.625.361,-312.395.368.438.136
344,2011-03-06 21:40:46,380.962.641,-34.736.141,335,28.9,6,4.3,376.082.310.947.507,-129.764.584.117.112
344,2011-03-06 22:41:06,380.948.811,-34.750.697,344,28.8,7,2.5,303.082.308.151.293,115.754.451.175.573
344,2011-03-06 23:41:19,380.939.514,-34.834.063,341,26.4,5,3.6,516.085.586.177.822,106.903.573.648.896
344,2011-03-07 0:41:42,381.010.203,-34.705.504,340,26.7,7,1.9,668.287.609.602.665,-36.687.269.460.484
344,2011-03-07 1:42:10,380.952.644,-3.475.138,352,25.4,6,3.2,118.211.955.965.445,-747.341.868.877.053
344,2011-03-07 2:42:45,380.966.034,-34.738.073,347,26.2,5,4.9,303.434.496.732.222,-157.953.947.675.546
344,2011-03-07 3:43:12,380.983.063,-34.731.238,339,25.3,6,4.4,324.155.394.498.583,-132.275.682.778.364
344,2011-03-07 4:43:31,380.967.594,-34.736.218,321,26.1,4,11.2,168.679.635.080.022,-306.185.508.987.961
344,2011-03-07 5:44:12,380.981.371,-34.736.139,341,25,8,1.8,570.691.790.320.173,-664.895.016.909.356
344,2011-03-07 6:14:27,381.088.074,-34.643.566,335,20.4,7,2.4,11.406.770.474.854,450.646.788.190.162
344,2011-03-07 6:44:49,38.133.776,-35.976.667,464,16.7,6,2.4,682.778.702.751.039,27.141.916.823.746
344,2011-03-07 7:16:06,381.335.112,-35.972.489,402,23.1,7,2.6,151.307.082.921.889,-165.148.050.238.319
344,2011-03-07 7:46:20,381.334.484,-35.973.225,397,26.4,6,2.3,999.139.610.409.089,189.526.038.943.784
344,2011-03-07 8:17:50,38.133.488,-3.597.414,392,27.5,5,2.6,529.304.819.402.569,-150.360.680.326.825
344,2011-03-07 8:48:53,381.333.632,-35.972.227,370,28.1,6,3.4,252.587.578.137.451,-685.401.603.168.538
344,2011-03-07 9:19:30,381.332.892,-35.975.816,395,30.9,5,2.4,192.972.597.647.148,-116.430.307.824.891
344,2011-03-07 9:50:12,381.332.941,-35.975.849,400,32.7,5,3.7,315.567.787.056.235,-126.866.217.447.772
344,2011-03-07 10:20:22,3.813.326,-35.976.215,400,33.1,7,2.8,148.555.268.620.974,-927.040.596.381.349
344,2011-03-07 10:50:55,381.332.631,-35.977.224,397,32.4,6,2.7,323.179.965.401.927,147.727.018.418.439
344,2011-03-07 11:21:08,381.333.025,-35.977.427,401,30.8,6,2.2,246.357.672.222.195,102.080.646.037.641
344,2011-03-07 11:51:22,381.333.801,-35.975.738,406,33.7,4,2.9,63.028.646.346.145,-152.406.541.898.389
344,2011-03-07 12:21:55,38.134,-35.969.835,396,25.8,4,4.5,259.229.596.030.002,-111.116.868.249.019
344,2011-03-07 12:52:16,381.332.937,-3.645.253,544,23.4,4,6.2,183.680.251.662.715,-816.166.150.142.626
344,2011-03-07 13:22:42,381.327.993,-36.742.438,595,27.6,6,3.5,965.016.728.508.351,-128.886.430.552.174
344,2011-03-07 13:53:24,381.351.518,-367.543,413,25.1,6,4.7,728.099.978.539.326,102.490.115.333.248
344,2011-03-07 14:23:47,381.361.681,-36.782.609,566,28.8,5,5.5,107.806.502.204.422,-97.352.787.928.292
344,2011-03-07 14:54:03,381.383.868,-36.697.417,659,24.4,5,3.3,562.581.277.956.511,768.468.108.532.594
344,2011-03-07 15:24:06,381.339.581,-36.729.694,402,30,4,4.8,987.252.244.770.632,-957.417.563.444.325
344,2011-03-07 15:54:22,381.597.349,-3.626.738,627,24,4,5,104.123.532.214.161,633.551.923.599.827
344,2011-03-07 16:25:06,381.914.465,-35.737.247,443,28.1,7,1.9,520.169.442.821.991,-126.417.073.879.535
344,2011-03-07 16:55:13,381.916.478,-35.731.573,452,29.6,8,1.6,727.720.657.408.658,147.922.873.840.249
344,2011-03-07 17:25:25,381.905.881,-35.739.167,452,29.5,5,2.8,690.093.979.323.129,-152.549.834.025.495
344,2011-03-07 17:55:30,381.795.125,-34.926.898,369,24.3,5,2.8,436.514.600.401.673,177.144.515.288.128
344,2011-03-07 18:56:00,38.180.708,-34.693.457,342,29.4,5,3.1,122.344.845.978.228,-143.957.150.457.107
344,2011-03-07 19:56:30,381.789.752,-34.664.451,344,27.8,6,3.2,11.663.077.303.424,-142.449.894.665.706
344,2011-03-07 20:56:41,381.792.984,-34.678.875,356,27.9,6,2.7,100.481.063.724.068,851.169.726.779.878
344,2011-03-07 21:57:11,381.780.498,-34.684.115,343,26.9,7,3.2,203.707.157.849.443,-615.265.532.912.239
344,2011-03-07 22:58:01,381.782.445,-34.678.679,351,27.6,5,9.3,233.047.886.499.521,93.539.744.439.886
344,2011-03-07 23:58:42,381.786.518,-34.672.653,350,23,6,2.4,311.586.769.160.986,111.389.881.774.693
344,2011-03-08 0:58:55,381.792.536,-34.679.607,366,27.5,5,5.2,409.557.357.398.798,445.569.106.248.656
344,2011-03-08 2:01:22,381.789.206,-34.676.084,361,27.4,4,5.7,203.045.409.556.534,594.343.812.376.807
344,2011-03-08 3:01:37,381.809.464,-34.664.974,350,24.5,6,2.6,140.582.013.366.416,-260.349.518.323.016
344,2011-03-08 4:02:36,381.795.448,-34.680.885,345,29.8,6,4.5,292.722.341.883.413,790.164.106.724.359
344,2011-03-08 5:03:37,381.793.664,-34.678.188,351,26.1,8,2.2,103.820.796.924.951,-147.781.268.238.201
344,2011-03-08 6:01:44,381.788.314,-34.688.192,344,25,6,4.2,175.783.696.085.707,-108.786.700.723.555
344,2011-03-08 7:02:22,381.339.314,-35.973.514,386,22.4,6,2.3,467.306.764.088.957,20.583.585.155.657
344,2011-03-08 7:32:58,381.327.196,-35.974.212,394,22.5,4,11.6,634.303.906.954.842,-15.686.548.527.267
344,2011-03-08 8:03:42,381.323.505,-3.597.087,389,33.3,4,4.7,11.783.045.540.295,-884.273.858.217.916
344,2011-03-08 8:34:22,381.323.105,-35.972.074,396,29.8,5,2.3,193.554.556.903.333,9.274.930.200.732
344,2011-03-08 9:05:00,381.334.518,-35.973.125,386,28.8,4,4.7,316.464.589.515.454,-168.292.577.386.652
344,2011-03-08 9:37:00,381.334.449,-35.972.856,393,32.6,4,5,205.335.439.416.456,178.631.979.782.036
344,2011-03-08 10:07:42,381.334.368,-35.973.291,403,32.1,5,3.2,145.888.714.565.688,219.523.210.820.281
344,2011-03-08 10:38:12,381.333.969,-35.974.132,395,32.8,6,2.1,515.825.816.853.826,-634.786.467.955.012
344,2011-03-08 11:08:20,381.341.619,-35.970.754,389,26.3,6,3.7,354.055.346.658.063,779.485.246.668.081
344,2011-03-08 11:38:37,381.348.565,-36.708.936,422,30.3,6,2.8,414.120.760.641.626,40.202.517.094.494
344,2011-03-08 12:08:56,381.376.782,-36.743.447,726,26.6,5,3.1,788.035.604.203.475,168.142.697.188.988
344,2011-03-08 12:39:18,381.574.856,-3.647.357,679,24.2,4,5.1,557.824.973.081.757,128.165.252.052.574
344,2011-03-08 13:09:42,381.919.188,-3.570.448,443,33,7,2.7,223.716.564.401.157,257.847.712.945.734
344,2011-03-08 13:40:06,381.932.277,-35.708.202,439,33.2,8,1.8,29.953.952.223.351,-195.862.440.390.635
344,2011-03-08 14:10:30,381.939.922,-35.706.354,431,33.1,5,3.9,872.930.960.843.075,-150.233.858.899.749
344,2011-03-08 14:41:07,381.891.108,-35.717.195,442,30.9,7,2.5,313.645.273.080.242,-839.128.437.504.907
344,2011-03-08 15:11:23,381.910.089,-35.739.325,441,18.8,6,3.6,481.326.619.395.339,-878.157.679.222.537
344,2011-03-08 15:41:38,381.532.517,-36.398.401,516,21.8,5,3.1,173.385.712.554.337,-946.539.223.081.563
344,2011-03-08 16:12:06,381.305.688,-36.670.249,539,22.3,7,2,676.604.927.460.284,-105.382.490.052.522
344,2011-03-08 16:42:13,381.320.478,-36.723.906,419,26.2,6,2.7,428.367.820.512.806,-606.977.189.970.445
344,2011-03-08 17:12:13,381.363.753,-3.677.385,464,21.9,6,2.9,100.199.310.246.387,-109.894.614.114.113
344,2011-03-08 17:42:33,381.650.488,-36.131.537,585,20.7,5,2.8,861.425.772.405.679,-926.022.462.711.703
344,2011-03-08 18:43:10,381.802.036,-34.684.723,339,27.7,4,3.4,889.657.844.045.312,124.291.711.578.225
344,2011-03-08 19:43:42,381.785.187,-34.668.576,338,28.3,9,1.7,359.748.357.415.552,-170.269.712.140.862
344,2011-03-08 20:43:54,381.782.783,-34.676.641,342,26.1,6,2.3,273.021.217.689.193,177.460.503.267.318
344,2011-03-08 21:44:15,381.791.955,-34.680.533,353,29.4,6,4.8,276.228.184.253.625,156.783.797.263.396
344,2011-03-08 22:44:42,381.791.352,-34.678.147,341,29.1,6,2.3,114.552.781.868.511,173.633.534.297.431
344,2011-03-08 23:45:17,38.179.358,-34.683.731,329,25.3,4,10,222.791.327.456.206,632.961.630.203.605
344,2011-03-09 0:45:42,381.788.568,-34.685.689,344,26.9,5,2.3,147.575.039.613.477,-155.671.295.575.165
344,2011-03-09 1:46:12,381.813.357,-3.466.084,346,25.7,5,3.7,88.057.591.860.079,-160.389.675.888.139
344,2011-03-09 2:46:42,381.835.786,-34.690.962,355,28.4,9,1.8,111.560.143.893.753,-149.354.753.366.303
344,2011-03-09 3:46:55,381.803.086,-34.677.701,351,29.6,7,2.5,459.959.013.883.776,-474.330.528.109.231
344,2011-03-09 4:47:42,381.804.523,-34.683.952,344,28.7,8,2.2,144.876.031.413.799,155.001.389.078.136
344,2011-03-09 5:48:10,381.805.196,-34.676.807,344,28.4,7,1.9,111.012.581.481.181,141.792.766.836.544
344,2011-03-09 6:18:31,381.845.584,-34.686.349,343,25.5,5,2.6,28.610.945.503.392,110.149.314.840.344
344,2011-03-09 6:48:42,381.345.377,-35.882.516,571,17,9,1.4,156.195.307.008.212,-917.025.745.779.785
344,2011-03-09 7:18:53,381.330.029,-3.597.032,398,25,6,2.6,318.906.807.035.334,618.429.134.728.839
344,2011-03-09 7:49:52,381.325.987,-35.969.909,396,22.1,6,3.3,112.305.181.420.792,546.406.893.411.154
344,2011-03-09 8:19:56,381.338.254,-35.977.503,402,22.2,6,3.8,236.272.982.230.156,-999.988.599.771.525
344,2011-03-09 8:50:42,38.133.762,-35.978.445,395,24.9,8,1.5,127.835.611.661.591,-173.571.533.694.868
344,2011-03-09 9:21:02,38.132.483,-36.713.742,428,22.6,7,3.3,345.139.694.620.136,47.000.853.870.988
344,2011-03-09 9:51:09,38.133.253,-36.713.901,425,22.7,6,4,490.423.628.767.634,-112.729.356.510.788
344,2011-03-09 10:21:29,381.339.164,-36.395.291,532,19.4,5,2.8,941.173.696.192.105,114.951.486.641.544
344,2011-03-09 10:51:59,381.333.277,-35.974.035,395,28,4,5.6,401.009.072.863.063,448.707.780.370.873
344,2011-03-09 11:22:52,381.334.211,-35.974.498,409,26.3,5,8.2,937.380.986.243.249,-597.558.547.998.357
344,2011-03-09 11:53:12,381.333.939,-35.973.723,390,26.6,5,3.9,185.259.493.173.591,61.917.763.878.096
344,2011-03-09 12:23:21,381.337.578,-3.671.299,407,21.3,4,3.4,788.341.512.786.267,-131.462.878.933.257
344,2011-03-09 12:53:32,381.337.271,-36.717.146,410,25.1,4,2.8,475.286.672.746.454,-133.293.910.314.888
344,2011-03-09 13:24:06,381.334.525,-36.712.004,425,28,6,2.6,242.807.405.282.243,-978.661.891.324.379
344,2011-03-09 13:54:15,381.331.789,-3.671.298,422,25.1,4,3.2,110.199.255.236.179,-856.593.731.449.462
344,2011-03-09 14:24:37,381.332.608,-36.715.914,412,26.2,5,6.7,121.226.705.723.695,-878.551.022.024.496
344,2011-03-09 14:55:07,38.132.885,-36.712.228,417,29,5,5.3,968.391.765.689.375,-149.608.439.890.995
344,2011-03-09 15:25:21,381.331.351,-36.714.896,428,26.6,5,5.8,0,0
344,2011-03-09 15:55:43,381.342.011,-36.729.003,424,24,5,5.1,280.853.129.893.096,177.385.352.616.564
344,2011-03-09 16:26:12,381.334.007,-36.713.408,423,22.8,6,2.2,670.179.779.796.357,-127.070.099.195.382
344,2011-03-09 16:56:25,381.459.972,-36.302.983,534,18.1,4,5.5,102.526.770.338.393,102.843.651.628.318
344,2011-03-09 17:27:06,38.096.716,-34.764.129,336,20.7,6,2.5,212.546.981.127.316,-741.202.298.697.661
344,2011-03-09 17:57:11,380.961.638,-34.763.737,342,28.4,6,2.3,117.159.582.190.225,-170.050.480.281.789
344,2011-03-09 18:57:31,380.958.041,-34.757.114,344,28,5,14.9,227.523.578.954.676,-119.153.099.181.322
344,2011-03-09 19:58:12,380.945.104,-34.763.861,336,29,7,2.2,102.760.380.913.675,-155.117.145.926.803
344,2011-03-09 20:58:33,380.952.696,-34.768.849,340,29,6,1.8,970.625.170.783.425,-897.955.402.999.189
344,2011-03-09 21:59:00,380.943.676,-34.751.522,336,29.2,7,2.5,25.696.845.600.925,-959.116.701.550.659
344,2011-03-09 22:59:16,38.094.621,-34.734.006,326,29.3,4,4.8,198.500.853.329.235,156.841.596.439.483
344,2011-03-10 0:00:12,380.954.669,-34.738.378,342,22.4,5,3,193.526.242.924.733,-177.593.768.853.877
344,2011-03-10 1:00:58,380.951.193,-34.769.713,340,27.1,5,3.9,118.460.735.680.743,-125.488.024.343.228
344,2011-03-10 2:01:53,380.951.942,-34.784.087,383,28.8,4,13.3,13.265.475.016.237,128.478.559.129.025
344,2011-03-10 3:02:42,380.955.347,-3.478.908,342,27.3,7,4.7,356.215.288.846.078,543.521.343.592.653
344,2011-03-10 4:03:11,380.938.025,-34.846.805,340,28.6,6,4,271.694.540.820.555,-102.908.670.838.788
344,2011-03-10 5:04:03,380.941.157,-34.857.288,334,29.6,6,5.7,893.339.288.534.767,128.177.902.285.097
